mote_id,time_window,PDR,control_msg_rate,parent_change_rate,rank_change_rate,label
16,74,0.9876,12,0,1,0
16,75,0.9878,12,0,1,0
16,76,0.987,12,0,1,0
16,77,0.9871,12,0,1,0
16,78,0.9872,12,0,1,0
16,79,0.9874,12,0,1,0
16,80,0.9875,12,0,1,0
16,81,0.9867,12,0,1,0
16,82,0.9869,12,0,1,0
16,83,0.987,12,0,1,0
16,84,0.9871,12,0,1,0
16,85,0.9874,13,0,1,0
16,86,0.9865,11,0,1,0
16,87,0.9867,13,0,1,0
16,88,0.9868,12,0,1,0
16,89,0.9869,12,0,1,0
16,90,0.987,9,0,1,0
17,38,0.9783,11,0,1,0
17,39,0.9787,12,0,1,0
17,40,0.9776,13,0,1,0
17,41,0.978,12,0,1,0
17,42,0.9784,11,0,1,0
17,43,0.9808,12,0,1,0
17,44,0.9811,12,0,1,0
17,45,0.9796,11,0,1,0
17,46,0.9804,13,0,1,0
17,47,0.9807,11,0,1,0
17,48,0.981,12,0,1,0
17,49,0.9814,12,0,1,0
17,50,0.9817,12,0,1,0
17,51,0.9823,12,0,1,0
17,52,0.9825,13,0,1,0
17,53,0.9828,12,0,1,0
17,54,0.9815,11,0,1,0
17,55,0.9818,12,0,1,0
17,56,0.9824,13,0,1,0
17,57,0.9812,12,0,1,0
17,58,0.9814,12,0,1,0
17,59,0.9817,12,0,1,0
17,60,0.9822,12,0,1,0
17,61,0.9824,12,0,1,0
17,62,0.9827,12,0,1,0
17,63,0.9829,12,0,1,0
17,64,0.9831,12,0,1,0
17,65,0.9835,12,0,1,0
17,66,0.9838,12,0,1,0
17,67,0.984,12,0,1,0
17,68,0.9829,12,0,1,0
17,69,0.9831,12,0,1,0
17,70,0.9835,12,0,1,0
17,71,0.9826,12,0,1,0
17,72,0.9828,12,0,1,0
17,73,0.983,12,0,1,0
17,74,0.9831,12,0,1,0
17,75,0.9824,12,0,1,0
17,76,0.9804,12,0,1,0
17,77,0.9806,12,0,1,0
17,78,0.9809,12,0,1,0
17,79,0.9811,13,0,1,0
17,80,0.9804,12,0,1,0
17,81,0.9806,12,0,1,0
17,82,0.9808,11,0,1,0
17,83,0.981,12,0,1,0
17,84,0.9812,12,0,1,0
17,85,0.9806,12,0,1,0
17,86,0.9808,12,0,1,0
17,87,0.981,12,0,1,0
17,88,0.9811,12,0,1,0
17,89,0.9813,11,0,1,0
17,90,0.9815,10,0,1,0
18,38,1.0,169,0,0,0
18,39,1.0,180,0,0,0
18,40,1.0,180,0,0,0
18,41,1.0,179,0,0,0
18,42,1.0,179,0,0,0
18,43,1.0,178,0,0,0
18,44,1.0,178,0,0,0
18,45,1.0,178,0,0,0
18,46,1.0,182,0,0,0
18,47,1.0,179,0,0,0
18,48,1.0,178,0,0,0
18,49,1.0,180,0,0,0
18,50,1.0,180,0,0,0
18,51,1.0,178,0,0,0
18,52,1.0,181,0,0,0
18,53,1.0,182,0,0,0
18,54,1.0,177,0,0,0
18,55,1.0,178,0,0,0
18,56,1.0,181,0,0,0
18,57,1.0,181,0,0,0
18,58,1.0,179,0,0,0
18,59,1.0,178,0,0,0
18,60,1.0,182,0,0,0
18,61,1.0,177,0,0,0
18,62,1.0,178,0,0,0
18,63,1.0,179,0,0,0
18,64,1.0,181,0,0,0
18,65,1.0,180,0,0,0
18,66,1.0,180,0,0,0
18,67,1.0,178,0,0,0
18,68,1.0,179,0,0,0
18,69,1.0,179,0,0,0
18,70,1.0,181,0,0,0
18,71,1.0,179,0,0,0
18,72,1.0,179,0,0,0
18,73,1.0,183,0,0,0
18,74,1.0,180,0,0,0
18,75,1.0,178,0,0,0
18,76,1.0,180,0,0,0
18,77,1.0,180,0,0,0
18,78,1.0,179,0,0,0
18,79,1.0,182,0,0,0
18,80,1.0,178,0,0,0
18,81,1.0,180,0,0,0
18,82,1.0,179,0,0,0
18,83,1.0,181,0,0,0
18,84,1.0,180,0,0,0
18,85,1.0,179,0,0,0
18,86,1.0,180,0,0,0
18,87,1.0,178,0,0,0
18,88,1.0,180,0,0,0
18,89,1.0,181,0,0,0
18,90,1.0,136,0,0,0
